#           Time            Rate           Error
       826.00000       18.040289       4.2473862
       827.00000       16.297829       4.0370569
       828.00000       19.922649       4.4634795
       829.00000       15.464126       3.9324454
       830.00000       15.686644       3.9606368
       831.00000       17.059875       4.1303602
       832.00000       18.501834       4.3013758
       833.00000       13.320127       3.6496750
       834.00000       15.072359       3.8823136
       835.00000       16.662798       4.0820090
       836.00000       17.325309       4.1623682
       837.00000       15.835704       3.9794100
       838.00000       15.851851       3.9814383
       839.00000       13.252896       3.6404527
       840.00000       17.947494       4.2364483
       841.00000       15.977805       3.9972247
       842.00000       15.289911       3.9102316
       843.00000       12.852254       3.5850040
       844.00000       15.119601       3.8883931
       845.00000       13.623006       3.6909357
       846.00000       13.517753       3.6766497
       847.00000       17.288325       4.1579231
       848.00000       19.104665       4.3708884
       849.00000       15.403227       3.9246945
       850.00000       15.304775       3.9121317
       851.00000       21.940312       4.6840487
       852.00000       20.968090       4.5790927
       853.00000       16.276581       4.0344245
       854.00000       19.408845       4.4055471
       855.00000       14.833478       3.8514255
       856.00000       13.015650       3.6077208
       857.00000       16.172581       4.0215147
       858.00000       16.473638       4.0587730
       859.00000       16.284723       4.0354334
       860.00000       17.946676       4.2363517
       861.00000       17.937872       4.2353125
       862.00000       16.162825       4.0203016
       863.00000       15.063146       3.8811269
       864.00000       17.956742       4.2375396
       865.00000       20.030949       4.4755948
       866.00000       12.932743       3.5962123
       867.00000       16.825697       4.1019138
       868.00000       17.717320       4.2091947
       869.00000       18.835031       4.3399344
       870.00000       16.353943       4.0440008
       871.00000       16.939197       4.1157256
       872.00000       17.668565       4.2033993
       873.00000       15.409149       3.9254489
       874.00000       15.801999       3.9751728
       875.00000       17.555080       4.1898783
       876.00000       15.563755       3.9450925
       877.00000       18.250453       4.2720549
       878.00000       14.586237       3.8191933
       879.00000       16.473956       4.0588121
       880.00000       16.042758       4.0053411
       881.00000       19.556612       4.4222859
       882.00000       15.665599       3.9579791
       883.00000       15.757280       3.9695440
       884.00000       17.536641       4.1876773
       885.00000       18.028252       4.2459689
       886.00000       17.486270       4.1816587
       887.00000       22.053983       4.6961668
       888.00000       15.626902       3.9530877
       889.00000       15.729951       3.9661002
       890.00000       18.343203       4.2828966
       891.00000       17.439050       4.1760089
       892.00000       15.776630       3.9719807
       893.00000       16.090845       4.0113395
       894.00000       15.806685       3.9757621
       895.00000       16.008718       4.0010896
       896.00000       18.578225       4.3102465
       897.00000       18.211156       4.2674531
       898.00000       16.225354       4.0280708
       899.00000       17.950762       4.2368340
       900.00000       20.074719       4.4804820
       901.00000       17.522685       4.1860107
       902.00000       16.849447       4.1048078
       903.00000       19.180104       4.3795095
       904.00000       15.483602       3.9349208
       905.00000       16.653407       4.0808586
       906.00000       16.556990       4.0690281
       907.00000       17.291546       4.1583105
       908.00000       15.547287       3.9430049
       909.00000       15.053936       3.8799402
       910.00000       16.705677       4.0872579
       911.00000       16.682053       4.0843668
       912.00000       15.857130       3.9821012
       913.00000       13.266076       3.6422626
       914.00000       17.795012       4.2184134
       915.00000       18.984109       4.3570758
       916.00000       17.821973       4.2216078
       917.00000       17.624518       4.1981566
       918.00000       17.697840       4.2068801
       919.00000       14.207149       3.7692372
       920.00000       14.821760       3.8499039
       921.00000       17.766500       4.2150327
       922.00000       13.728487       3.7051973
       923.00000       18.266109       4.2738869
       924.00000       18.473204       4.2980465
       925.00000       15.356280       3.9187089
       926.00000       13.483582       3.6719998
       927.00000       15.709751       3.9635528
       928.00000       15.806085       3.9756868
       929.00000       14.945143       3.8658949
       930.00000       16.631256       4.0781437
       931.00000       16.443581       4.0550686
       932.00000       18.949909       4.3531494
       933.00000       17.242092       4.1523598
       934.00000       15.620220       3.9522424
       935.00000       15.660864       3.9573810
       936.00000       20.342558       4.5102725
       937.00000       19.156408       4.3768034
       938.00000       14.519571       3.8104555
       939.00000       19.431237       4.4080877
       940.00000       18.904542       4.3479354
       941.00000       18.121141       4.2568933
       942.00000       17.820518       4.2214355
       943.00000       16.553559       4.0686065
       944.00000       16.577561       4.0715551
       945.00000       18.512999       4.3026735
       946.00000       18.558426       4.3079492
       947.00000       20.171374       4.4912553
       948.00000       14.139093       3.7601985
       949.00000       17.193691       4.1465276
       950.00000       17.735236       4.2113224
       951.00000       15.159343       3.8935001
       952.00000       17.167903       4.1434169
       953.00000       17.327670       4.1626518
       954.00000       17.825406       4.2220144
       955.00000       19.150908       4.3761751
       956.00000       16.297033       4.0369583
       957.00000       9.9081238       3.1477172
       958.00000       19.999899       4.4721247
       959.00000       17.360870       4.1666378
       960.00000       17.555589       4.1899390
       961.00000       16.683744       4.0845740
       962.00000       17.848749       4.2247780
       963.00000       18.811120       4.3371788
       964.00000       16.635973       4.0787220
       965.00000       16.197738       4.0246414
       966.00000       19.529722       4.4192445
       967.00000       16.746077       4.0921971
       968.00000       18.350042       4.2836949
       969.00000       16.713005       4.0881542
       970.00000       17.043255       4.1283477
       971.00000       17.984804       4.2408495
       972.00000       17.642676       4.2003185
       973.00000       18.170520       4.2626893
       974.00000       17.529695       4.1868479
       975.00000       16.796975       4.0984113
       976.00000       19.289959       4.3920335
       977.00000       14.429245       3.7985846
       978.00000       16.389200       4.0483577
       979.00000       17.176232       4.1444218
       980.00000       16.699455       4.0864967
       981.00000       16.341109       4.0424138
       982.00000       14.977130       3.8700297
       983.00000       17.304460       4.1598629
       984.00000       18.023736       4.2454371
       985.00000       21.205193       4.6049096
       986.00000       17.532431       4.1871746
       987.00000       18.170449       4.2626810
       988.00000       15.791536       3.9738565
       989.00000       18.421342       4.2920090
       990.00000       17.374169       4.1682333
       991.00000       20.082177       4.4813142
       992.00000       14.411966       3.7963095
       993.00000       16.903263       4.1113578
       994.00000       15.318394       3.9138720
       995.00000       15.678706       3.9596345
       996.00000       13.679287       3.6985521
       997.00000       17.583086       4.1932190
       998.00000       20.428957       4.5198404
       999.00000       20.006623       4.4728764
