#           Time            Rate           Error
       811.00000       11.766418       3.4302213
       812.00000       7.9768049       2.8243238
       813.00000       10.050337       3.1702267
       814.00000       10.464452       3.2348805
       815.00000       12.740677       3.5694085
       816.00000       12.622098       3.5527592
       817.00000       11.372005       3.3722403
       818.00000       7.0164505       2.6488583
       819.00000       6.4512393       2.5399290
       820.00000       9.1835022       3.0304294
       821.00000       11.874371       3.4459209
       822.00000       8.9815533       2.9969240
       823.00000       8.7616396       2.9600067
       824.00000       10.909281       3.3029201
       825.00000       7.8216524       2.7967217
       826.00000       10.962045       3.3108980
       827.00000       9.0348411       3.0058012
       828.00000       13.377938       3.6575863
       829.00000       10.038618       3.1683778
       830.00000       9.1068785       3.0177605
       831.00000       14.894852       3.8593850
       832.00000       4.9369429       2.2219233
       833.00000       11.611798       3.4076088
       834.00000       13.340844       3.6525120
       835.00000       13.465194       3.6694951
       836.00000       8.2904865       2.8793205
       837.00000       7.9278177       2.8156381
       838.00000       12.937350       3.5968528
       839.00000       11.453701       3.3843317
       840.00000       10.489118       3.2386908
       841.00000       7.9624309       2.8217780
       842.00000       9.4916668       3.0808549
       843.00000       7.8737866       2.8060268
       844.00000       10.827077       3.2904524
       845.00000       9.6513201       3.1066574
       846.00000       11.783378       3.4326925
       847.00000       10.153892       3.1865172
       848.00000       13.297621       3.6465904
       849.00000       9.8822906       3.1436111
       850.00000       9.4976964       3.0818333
       851.00000       8.0683468       2.8404835
       852.00000       10.890140       3.3000213
       853.00000       8.8408177       2.9733513
       854.00000       11.278264       3.3583127
       855.00000       4.0459182       2.0114468
       856.00000       7.5002649       2.7386611
       857.00000       11.398654       3.3761892
       858.00000       8.9656498       2.9942695
       859.00000       12.360777       3.5157896
       860.00000       6.4828850       2.5461510
       861.00000       10.338756       3.2153936
       862.00000       10.086610       3.1759424
       863.00000       12.197078       3.4924315
       864.00000       9.6240921       3.1022721
       865.00000       7.7102546       2.7767345
       866.00000       6.1612958       2.4821958
       867.00000       8.3435083       2.8885132
       868.00000       6.6233138       2.5735800
       869.00000       7.7537840       2.7845617
       870.00000       10.821129       3.2895485
       871.00000       8.6816752       2.9464683
       872.00000       10.253675       3.2021360
       873.00000       10.619087       3.2586941
       874.00000       10.682776       3.2684517
       875.00000       11.697854       3.4202126
       876.00000       11.836258       3.4403863
       877.00000       9.0701440       3.0116680
       878.00000       11.486035       3.3891054
       879.00000       11.576815       3.4024719
       880.00000       13.189937       3.6317953
       881.00000       12.121198       3.4815511
       882.00000       12.167257       3.4881595
       883.00000       8.1527636       2.8553045
       884.00000       8.8695492       2.9781788
       885.00000       10.180516       3.1906920
       886.00000       7.3465486       2.7104517
       887.00000       9.3025458       3.0500075
       888.00000       12.358687       3.5154924
       889.00000       9.1085061       3.0180302
       890.00000       10.455941       3.2335647
       891.00000       10.139962       3.1843307
       892.00000       6.4805889       2.5457001
       893.00000       10.717725       3.2737937
       894.00000       9.8148064       3.1328591
       895.00000       10.188899       3.1920055
       896.00000       6.4160939       2.5330010
       897.00000       9.0699813       3.0116410
       898.00000       11.697048       3.4200947
       899.00000       12.343140       3.5132806
       900.00000       8.9334308       2.9888845
       901.00000       7.3097004       2.7036458
       902.00000       8.1678195       2.8579397
       903.00000       12.109759       3.4799079
       904.00000       7.0087793       2.6474099
       905.00000       9.2280220       3.0377660
       906.00000       6.8546928       2.6181468
       907.00000       8.8551206       2.9757555
       908.00000       7.1899789       2.6814136
       909.00000       6.3637728       2.5226519
       910.00000       9.0266299       3.0044350
       911.00000       13.460801       3.6688964
       912.00000       9.3510796       3.0579535
       913.00000       10.555890       3.2489830
       914.00000       8.6817755       2.9464853
       915.00000       4.9166884       2.2173607
       916.00000       11.890688       3.4482876
       917.00000       10.735879       3.2765651
       918.00000       7.2930944       2.7005730
       919.00000       11.712488       3.4223513
       920.00000       11.932023       3.4542760
       921.00000       10.496888       3.2398901
       922.00000       11.392001       3.3752039
       923.00000       12.676464       3.5604022
       924.00000       7.7512985       2.7841154
       925.00000       11.351673       3.3692244
       926.00000       9.5682935       3.0932658
       927.00000       6.1772222       2.4854018
       928.00000       8.1499056       2.8548040
       929.00000       11.426303       3.3802815
       930.00000       10.720048       3.2741484
       931.00000       8.3072735       2.8822341
       932.00000       12.912747       3.5934311
       933.00000       7.6359362       2.7633198
       934.00000       11.248650       3.3539008
       935.00000       10.021026       3.1656005
       936.00000       12.237109       3.4981579
       937.00000       12.602767       3.5500376
       938.00000       10.076434       3.1743399
       939.00000       8.9254091       2.9875423
       940.00000       10.919448       3.3044589
       941.00000       10.325060       3.2132631
       942.00000       9.4977908       3.0818486
       943.00000       10.360984       3.2188482
       944.00000       9.4654612       3.0765990
       945.00000       8.4745421       2.9111067
       946.00000       8.9706856       2.9951103
       947.00000       7.1014124       2.6648475
       948.00000       11.583003       3.4033810
       949.00000       5.7096836       2.3894944
       950.00000       6.7698667       2.6018968
       951.00000       10.966327       3.3115446
       952.00000       7.1253723       2.6693393
       953.00000       8.1801184       2.8600906
       954.00000       9.5269345       3.0865733
       955.00000       11.189692       3.3450998
       956.00000       9.7572053       3.1236526
       957.00000       13.301789       3.6471618
       958.00000       12.206493       3.4937792
       959.00000       12.053770       3.4718539
       960.00000       9.7234061       3.1182377
       961.00000       11.674544       3.4168031
       962.00000       14.178055       3.7653758
       963.00000       13.157935       3.6273868
       964.00000       12.914153       3.5936268
       965.00000       7.2004941       2.6833736
       966.00000       12.591047       3.5483865
       967.00000       14.318551       3.7839862
       968.00000       10.136689       3.1838167
       969.00000       7.8147610       2.7954894
       970.00000       12.206163       3.4937320
       971.00000       6.6207167       2.5730753
       972.00000       10.505626       3.2412384
       973.00000       7.0614277       2.6573347
       974.00000       8.2273486       2.8683355
       975.00000       10.143867       3.1849437
       976.00000       10.046722       3.1696565
       977.00000       8.9459110       2.9909716
       978.00000       12.358135       3.5154139
       979.00000       6.5143430       2.5523211
       980.00000       13.836605       3.7197587
       981.00000       10.565060       3.2503939
       982.00000       9.0726693       3.0120872
       983.00000       6.0841467       2.4666063
       984.00000       11.183578       3.3441856
       985.00000       10.960477       3.3106611
       986.00000       10.661021       3.2651219
       987.00000       7.6860494       2.7723725
       988.00000       12.676852       3.5604567
       989.00000       11.891735       3.4484395
       990.00000       10.238279       3.1997310
       991.00000       10.186542       3.1916362
       992.00000       9.8063889       3.1315154
       993.00000       11.299086       3.3614113
       994.00000       8.4742251       2.9110522
       995.00000       12.110090       3.4799554
       996.00000       7.7499433       2.7838720
       997.00000       8.1805072       2.8601586
       998.00000       8.6837728       2.9468242
       999.00000       9.1896210       3.0314388
